sheet,row,forwarder,label,predicted,expected,rule_engine_now,engine_matches_a,reason,in_stat,in_tarif,in_fr_diff,in_tz_diff,in_empf_plz,in_empf_ort,in_anz_sdg,in_av_diff,in_exp_diff,in_exp_dl,in_snk_dl,in_snk_diff,in_snk_tarif,in_maut_diff,in_dgr_diff,in_serv_art,in_sachkonto,in_zz_diff,in_referenz3,in_lg_diff
Soll-Ist-Vergleich best. Beleg,260,dachser,correct,,,,true,STAT=30 | TARIF=57.18 | FR=-0.04 | TZ=-0.01 | VKG_DL=68 | SERV=DA01 | SACH=612100,30,57.18,-0.04,-0.01,31188,Holle,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,261,dachser,correct,,,,true,STAT=30 | TARIF=57.18 | FR=-0.04 | TZ=-0.01 | VKG_DL=67 | SERV=DA01 | SACH=612100,30,57.18,-0.04,-0.01,31139,Hildesheim,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,262,dachser,correct,,,,true,STAT=30 | TARIF=83.18 | FR=0.05 | TZ=0.01 | VKG_DL=200 | SERV=DA01 | SACH=612100,30,83.18,0.05,0.01,39128,Magdeburg,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,263,dachser,correct,,,,true,STAT=30 | TARIF=79.96 | FR=-0.01 | EXP_DL=30 | VKG_DL=52 | SERV=DA04 | SACH=612100,30,79.96,-0.01,,79219,Staufen im Breisgau,1,,,30,,,,,,DA04,612100,,,
Soll-Ist-Vergleich best. Beleg,264,dachser,correct,,,,true,STAT=30 | TARIF=73.3 | FR=-0.02 | EXP_DL=30 | VKG_DL=39 | SERV=DA07 | SACH=612100,30,73.3,-0.02,,38112,Braunschweig,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,265,dachser,correct,,,,true,STAT=30 | TARIF=42.97 | FR=-0.02 | VKG_DL=38 | SERV=DA01 | SACH=612100,30,42.97,-0.02,,04109,Leipzig,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,266,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | TARIF=43.91 | FR=-0.04 | ZZ=35 | TZ=-0.01 | VKG_DL=38 | SERV=DA01 | SACH=612100,10,43.91,-0.04,-0.01,39261,Zerbst/Anhalt,1,,,,,,,,,DA01,612100,35,,
Soll-Ist-Vergleich best. Beleg,267,dachser,correct,,,,true,STAT=30 | TARIF=60.61 | FR=0.05 | TZ=0.01 | VKG_DL=51 | SERV=DA01 | SACH=612100,30,60.61,0.05,0.01,20457,Hamburg,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,268,dachser,correct,,,,true,STAT=30 | TARIF=55.11 | FR=-0.02 | VKG_DL=131 | SERV=DA01 | SACH=612100,30,55.11,-0.02,,88276,Berg,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,269,dachser,correct,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=39.01 | FR=0.05 | SNK_DL=9 | SNK_DIFF=7.43 | TZ=0.01 | VKG_DL=30 | SERV=DA01 | SACH=612100,10,39.01,0.05,0.01,72250,Freudenstadt,1,,,,9,7.43,1.57,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,270,dachser,correct,,,,true,STAT=30 | TARIF=43.91 | FR=-0.04 | TZ=-0.01 | VKG_DL=39 | SERV=DA01 | SACH=612100,30,43.91,-0.04,-0.01,48282,Emsdetten,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,271,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=57.81 | FR=0.02 | MAUT=0.58 | TZ=0.01 | VKG_DL=89 | SERV=DA01 | SACH=612100,10,57.81,0.02,0.01,49439,Steinfeld,1,,,,,,,0.58,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,272,dachser,correct,Gefahrgut-Zuschlag,Gefahrgut-Zuschlag,Gefahrgut-Zuschlag,true,STAT=10 | TARIF=133.34 | DGR=19 | VKG_DL=364 | SERV=DA01 | SACH=612100,10,133.34,,,32361,Preußisch Oldendorf,1,,,,,,,,19,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,273,dachser,correct,,,,true,STAT=30 | TARIF=75.66 | FR=0.02 | EXP_DL=30 | TZ=0.01 | VKG_DL=49 | SERV=DA07 | SACH=612100,30,75.66,0.02,0.01,21614,Buxtehude,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,274,dachser,correct,,,,true,STAT=30 | TARIF=91.78 | FR=0.04 | EXP_DL=30 | TZ=0.01 | VKG_DL=184 | SERV=DA07 | SACH=612100,30,91.78,0.04,0.01,72116,Mössingen,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,275,dachser,correct,,,,true,STAT=30 | TARIF=49.96 | FR=-0.01 | VKG_DL=63 | SERV=DA01 | SACH=612100,30,49.96,-0.01,,63225,Langen,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,276,dachser,correct,,,,true,STAT=30 | TARIF=72.12 | FR=-0.01 | EXP_DL=30 | VKG_DL=39 | SERV=DA07 | SACH=612100,30,72.12,-0.01,,99817,Eisenach,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,277,dachser,correct,,,,true,STAT=30 | TARIF=74.79 | FR=-0.01 | VKG_DL=247 | SERV=DA01 | SACH=612110,30,74.79,-0.01,,86830,Schwabmünchen,1,,,,,,,,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,278,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | TARIF=62.96 | FR=0.04 | ZZ=60 | TZ=0.01 | VKG_DL=199 | SERV=DA01 | SACH=612100,10,62.96,0.04,0.01,75331,Engelsbrand,1,,,,,,,,,DA01,612100,60,,
Soll-Ist-Vergleich best. Beleg,279,dachser,correct,,,,true,STAT=30 | TARIF=67.01 | FR=-0.03 | EXP_DL=30 | TZ=-0.01 | VKG_DL=38 | SERV=DA04 | SACH=612100,30,67.01,-0.03,-0.01,73278,Schlierbach,1,,,30,,,,,,DA04,612100,,,
Soll-Ist-Vergleich best. Beleg,280,dachser,correct,,,,true,STAT=30 | TARIF=82.81 | FR=-0.04 | EXP_DL=30 | VKG_DL=51 | SERV=DA07 | SACH=612100,30,82.81,-0.04,,60596,Frankfurt am Main,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,281,dachser,correct,,,,true,STAT=30 | TARIF=52.81 | FR=-0.04 | VKG_DL=51 | SERV=DA01 | SACH=612100,30,52.81,-0.04,,60327,Frankfurt,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,282,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=72.97 | FR=-0.02 | EXP_DL=30 | MAUT=0.33 | VKG_DL=37 | SERV=DA04 | SACH=612100,10,72.97,-0.02,,59510,Lippetal,1,,,30,,,,0.33,,DA04,612100,,,
Soll-Ist-Vergleich best. Beleg,283,dachser,correct,,,,true,STAT=30 | TARIF=72.97 | FR=-0.02 | EXP_DL=30 | VKG_DL=30 | SERV=DA07 | SACH=612100,30,72.97,-0.02,,53937,Schleiden,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,284,dachser,correct,,,,true,STAT=30 | TARIF=52.37 | FR=-0.01 | EXP_DL=10 | VKG_DL=30 | SERV=DA05 | SACH=612100,30,52.37,-0.01,,51375,Leverkusen,1,,,10,,,,,,DA05,612100,,,
Soll-Ist-Vergleich best. Beleg,285,dachser,correct,,,,true,STAT=30 | TARIF=72.37 | FR=-0.01 | EXP_DL=30 | VKG_DL=40 | SERV=DA04 | SACH=612100,30,72.37,-0.01,,50827,Köln,1,,,30,,,,,,DA04,612100,,,
Soll-Ist-Vergleich best. Beleg,286,dachser,correct,Differenz aufgrund abweichender Zwischenempfänger 40721 Hilden,Differenz aufgrund abweichender Zwischenempfänger 40721 Hilden,Differenz aufgrund abweichender Zwischenempfänger 50126 Bergheim,false,STAT=10 | TARIF=42.37 | FR=0.49 | TZ=0.09 | VKG_DL=38 | REF3=ZW | SERV=DA01 | SACH=612100,10,42.37,0.49,0.09,50126,Bergheim,1,,,,,,,,,DA01,612100,,ZW,
Soll-Ist-Vergleich best. Beleg,287,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=43.91 | FR=-0.04 | MAUT=0.28 | TZ=-0.01 | VKG_DL=50 | SERV=DA01 | SACH=612100,10,43.91,-0.04,-0.01,48432,Rheine,1,,,,,,,0.28,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,288,dachser,correct,,,,true,STAT=30 | TARIF=42.97 | FR=-0.02 | VKG_DL=50 | SERV=DA01 | SACH=612100,30,42.97,-0.02,,40764,Langenfeld,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,289,dachser,correct,,,,true,STAT=30 | TARIF=115.93 | FR=0.05 | TZ=0.01 | VKG_DL=305 | SERV=DA01 | SACH=612100,30,115.93,0.05,0.01,37603,Holzminden,2,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,290,dachser,correct,,,,true,STAT=30 | TARIF=130.34 | VKG_DL=375 | SERV=DA01 | SACH=612100,30,130.34,,,33100,Paderborn,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,291,dachser,correct,,,,true,STAT=30 | TARIF=355.54 | VKG_DL=1297 | SERV=DA01 | SACH=612100,30,355.54,,,32423,Minden,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,292,dachser,correct,,,,true,STAT=30 | TARIF=87.18 | FR=-0.04 | EXP_DL=30 | TZ=-0.01 | VKG_DL=64 | SERV=DA07 | SACH=612100,30,87.18,-0.04,-0.01,30890,Barsinghausen,1,,,30,,,,,,DA07,612100,,,
Soll-Ist-Vergleich best. Beleg,293,dachser,correct,,,,true,STAT=30 | TARIF=44.19 | FR=-0.04 | TZ=-0.01 | VKG_DL=37 | SERV=DA01 | SACH=612100,30,44.19,-0.04,-0.01,29664,Walsrode,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,294,dachser,correct,,,,true,STAT=30 | TARIF=45.66 | FR=0.02 | TZ=0.01 | VKG_DL=30 | SERV=DA01 | SACH=612100,30,45.66,0.02,0.01,26676,Barßel,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,295,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | TARIF=45.66 | FR=0.02 | ZZ=35 | TZ=0.01 | VKG_DL=39 | SERV=DA01 | SACH=612100,10,45.66,0.02,0.01,26441,Jever,1,,,,,,,,,DA01,612100,35,,
Soll-Ist-Vergleich best. Beleg,296,dachser,correct,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Telefonische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=47.26 | FR=0.02 | SNK_DL=9 | SNK_DIFF=7.15 | TZ=0.01 | VKG_DL=30 | SERV=DA01 | SACH=612100,10,47.26,0.02,0.01,21376,Salzhausen,1,,,,9,7.15,1.85,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,297,dachser,correct,,,,true,STAT=30 | TARIF=60.61 | FR=0.05 | TZ=0.01 | VKG_DL=79 | SERV=DA01 | SACH=612100,30,60.61,0.05,0.01,20095,Hamburg,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,298,dachser,correct,,,,true,STAT=30 | TARIF=42.97 | FR=-0.02 | VKG_DL=31 | SERV=DA01 | SACH=612100,30,42.97,-0.02,,04109,Leipzig,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,299,dachser,correct,Lagergeld,Lagergeld,Lagergeld,true,STAT=10 | LG=41.4 | VKG_DL=276 | SERV=K1AV | SACH=612100,10,,,,89522,Heidenheim an der Brenz,1,,,,,,,,,K1AV,612100,,,41.4
Soll-Ist-Vergleich best. Beleg,300,dachser,correct,,,,true,STAT=30 | TARIF=588.99 | VKG_DL=2954 | SERV=K1AV | SACH=612100,30,588.99,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,301,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=98.59 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=229 | SERV=K1AV | SACH=612100,10,98.59,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,302,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=781.65 | SNK_DL=5 | SNK_DIFF=-69.58 | VKG_DL=4070 | SERV=K1AV | SACH=612100,10,781.65,,,59368,Werne,1,,,,5,-69.58,74.58,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,303,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,true,STAT=10 | TARIF=98.43 | SNK_DL=3.6 | SNK_DIFF=3.6 | MAUT=-5.01 | VKG_DL=112 | SERV=K1AV | SACH=612100,10,98.43,,,752 01,Kojetin,1,,,,3.6,3.6,,-5.01,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,304,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,true,STAT=10 | TARIF=316.66 | SNK_DL=12.36 | SNK_DIFF=12.36 | MAUT=35.57 | VKG_DL=936 | SERV=K1AV | SACH=612100,10,316.66,,,55-040,Krzyzowice-Wierzbica,1,,,,12.36,12.36,,35.57,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,305,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=71.03 | MAUT=2.89 | VKG_DL=91 | SERV=K1AV | SACH=612100,10,71.03,,,39326,Hohe Börde,1,,,,,,,2.89,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,306,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=731.15 | SNK_DL=5 | SNK_DIFF=-65.52 | VKG_DL=2314 | SERV=K1AV | SACH=612100,10,731.15,,,59368,Werne,1,,,,5,-65.52,70.52,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,307,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,true,STAT=10 | TARIF=454.55 | SNK_DL=17.64 | SNK_DIFF=17.64 | MAUT=-16.73 | VKG_DL=1014 | SERV=K1AV | SACH=612110,10,454.55,,,13100,VERCELLI,1,,,,17.64,17.64,,-16.73,,K1AV,612110,,,
Soll-Ist-Vergleich best. Beleg,308,dachser,correct,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,true,STAT=10 | TARIF=52.49 | FR=180.03 | SNK_DL=2.1 | SNK_DIFF=2.1 | EXP=50 | EXP_DL=50 | MAUT=-1.22 | TZ=0.01 | VKG_DL=10 | SERV=K1AS | SACH=612110,10,52.49,180.03,0.01,80-174,Gdansk,1,,50,50,2.1,2.1,,-1.22,,K1AS,612110,,,
Soll-Ist-Vergleich best. Beleg,309,dachser,correct,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,true,STAT=10 | TARIF=85.61 | FR=120.03 | SNK_DL=3.16 | SNK_DIFF=3.16 | EXP=50 | EXP_DL=50 | MAUT=-5.48 | TZ=0.01 | VKG_DL=125 | SERV=K1AS | SACH=612110,10,85.61,120.03,0.01,85-739,Bydgoszcz,1,,50,50,3.16,3.16,,-5.48,,K1AS,612110,,,
Soll-Ist-Vergleich best. Beleg,310,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=98.59 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=221 | SERV=K1AV | SACH=612100,10,98.59,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,311,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=98.59 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=247 | SERV=K1AV | SACH=612100,10,98.59,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,312,dachser,correct,,,,true,STAT=30 | TARIF=595.47 | VKG_DL=3067 | SERV=K1AV | SACH=612100,30,595.47,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,313,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=180.32 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=597 | SERV=K1AV | SACH=612100,10,180.32,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,314,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=748.73 | SNK_DL=5 | SNK_DIFF=-64.9 | VKG_DL=2882 | SERV=K1AV | SACH=612100,10,748.73,,,59368,Werne,1,,,,5,-64.9,69.9,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,315,dachser,correct,,,,true,STAT=30 | TARIF=117.48 | VKG_DL=736 | SERV=K1AV | SACH=612100,30,117.48,,,89522,Heidenheim an der Brenz,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,316,dachser,correct,,,,true,STAT=30 | TARIF=219.43 | VKG_DL=864 | SERV=K1AV | SACH=612100,30,219.43,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,317,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=83.54 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=178 | SERV=K1AV | SACH=612100,10,83.54,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,318,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=718.31 | SNK_DL=5 | SNK_DIFF=-66.15 | VKG_DL=1993 | SERV=K1AV | SACH=612100,10,718.31,,,59368,Werne,1,,,,5,-66.15,71.15,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,319,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=296.08 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=1054 | SERV=K1AV | SACH=612100,10,296.08,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,320,dachser,correct,,,,true,STAT=30 | TARIF=89.79 | VKG_DL=215 | SERV=K1AV | SACH=612100,30,89.79,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,321,dachser,correct,,,,true,STAT=30 | TARIF=206.75 | VKG_DL=718 | SERV=K1AV | SACH=612100,30,206.75,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,322,dachser,correct,,,,true,STAT=30 | TARIF=687.27 | VKG_DL=4784 | SERV=K1AV | SACH=612100,30,687.27,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,323,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,true,STAT=10 | TARIF=148.54 | SNK_DL=5.33 | SNK_DIFF=5.33 | MAUT=-10.96 | VKG_DL=290 | SERV=K1AV | SACH=612100,10,148.54,,,752 01,Kojetin,1,,,,5.33,5.33,,-10.96,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,324,dachser,wrong,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,true,STAT=10 | TARIF=547.91 | SNK_DL=19 | SNK_DIFF=19 | MAUT=-9.95 | VKG_DL=1283 | SERV=K1AV | SACH=612100,10,547.91,,,66-340,Przytoczna,1,,,,19,19,,-9.95,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,325,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=786.44 | SNK_DL=5 | SNK_DIFF=-69.58 | VKG_DL=4212 | SERV=K1AV | SACH=612100,10,786.44,,,59368,Werne,1,,,,5,-69.58,74.58,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,326,dachser,correct,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz,true,STAT=10 | TARIF=247.52 | FR=-0.01 | SNK_DL=8.5 | SNK_DIFF=8.5 | EXP=85 | EXP_DL=85 | MAUT=-18.77 | VKG_DL=509 | SERV=K1AS | SACH=612110,10,247.52,-0.01,,95-030,Rzgów,1,,85,85,8.5,8.5,,-18.77,,K1AS,612110,,,
Soll-Ist-Vergleich best. Beleg,327,dachser,correct,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,true,STAT=10 | TARIF=64.86 | FR=90.03 | SNK_DL=2.56 | SNK_DIFF=2.56 | EXP=50 | EXP_DL=50 | MAUT=-1.19 | TZ=0.01 | VKG_DL=78 | SERV=K1AS | SACH=612110,10,64.86,90.03,0.01,54-610,Wroclaw,1,,50,50,2.56,2.56,,-1.19,,K1AS,612110,,,
Soll-Ist-Vergleich best. Beleg,328,dachser,correct,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,Differenz Laderaumkostenentwicklung // Produktzuschlag // Mautdifferenz // Sonderfahrt,true,STAT=10 | TARIF=79.78 | FR=90.02 | SNK_DL=2.98 | SNK_DIFF=2.98 | EXP=50 | EXP_DL=50 | MAUT=-3.98 | VKG_DL=135 | SERV=K1AS | SACH=612110,10,79.78,90.02,,32-085,Modlniczka,1,,50,50,2.98,2.98,,-3.98,,K1AS,612110,,,
Soll-Ist-Vergleich best. Beleg,329,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=615.22 | MAUT=77.84 | VKG_DL=2058 | SERV=K1AV | SACH=612100,10,615.22,,,39326,Hohe Börde,1,,,,,,,77.84,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,330,dachser,correct,,,,true,STAT=30 | TARIF=566.58 | VKG_DL=2645 | SERV=K1AV | SACH=612100,30,566.58,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,331,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=772.39 | SNK_DL=5 | SNK_DIFF=-70.19 | VKG_DL=3615 | SERV=K1AV | SACH=612100,10,772.39,,,59368,Werne,1,,,,5,-70.19,75.19,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,332,dachser,correct,,,,true,STAT=30 | TARIF=687.27 | VKG_DL=4709 | SERV=K1AV | SACH=612100,30,687.27,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,333,dachser,correct,,,,true,STAT=30 | TARIF=595.47 | VKG_DL=3064 | SERV=K1AV | SACH=612100,30,595.47,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,334,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=111.39 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=259 | SERV=K1AV | SACH=612100,10,111.39,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,335,dachser,correct,,,,true,STAT=30 | TARIF=687.27 | VKG_DL=4735 | SERV=K1AV | SACH=612100,30,687.27,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,336,dachser,correct,,,,true,STAT=30 | TARIF=687.27 | VKG_DL=4756 | SERV=K1AV | SACH=612100,30,687.27,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,337,dachser,correct,,,,true,STAT=30 | TARIF=251.68 | VKG_DL=1100 | SERV=K1AV | SACH=612100,30,251.68,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,338,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=626.03 | MAUT=96.85 | VKG_DL=2512 | SERV=K1AV | SACH=612100,10,626.03,,,39326,Hohe Börde,1,,,,,,,96.85,,K1AV,612100,,,
